,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
1022,Trey Lyles,SAS,24,,,-,,,-,,,-,,,-,,,-,,,,,,
1023,Tristan Thompson,CLE,29,,,-,,,-,,,-,,,-,,,-,,,,,,
1024,Troy Brown Jr.,WAS,20,,,-,,,-,,,-,,,-,,,-,,,,,,
1025,Troy Daniels,DEN,28,,,-,,,-,,,-,,,-,,,-,,,,,,
1026,Ty Jerome,PHX,22,,,-,,,-,,,-,,,-,,,-,,,,,,
1027,Tyler Cook,DEN,22,,,-,,,-,,,-,,,-,,,-,,,,,,
1028,Tyler Herro,MIA,20,,,-,,,-,,,-,,,-,,,-,,,,,,
1029,Tyler Johnson,BKN,28,,,-,,,-,,,-,,,-,,,-,,,,,,
1030,Tyler Zeller,SAS,30,,,-,,,-,,,-,,,-,,,-,,,,,,
1031,Tyrone Wallace,ATL,26,,,-,,,-,,,-,,,-,,,-,,,,,,
1032,Tyson Chandler,HOU,37,,,-,,,-,,,-,,,-,,,-,,,,,,
1033,Tyus Jones,MEM,24,,,-,,,-,,,-,,,-,,,-,,,,,,
1034,Udonis Haslem,MIA,40,,,-,,,-,,,-,,,-,,,-,,,,,,
1035,Vic Law,ORL,24,,,-,,,-,,,-,,,-,,,-,,,,,,
1036,Victor Oladipo,IND,28,,,-,,,-,,,-,,,-,,,-,,,,,,
1037,Vince Carter,ATL,43,,,-,,,-,,,-,,,-,,,-,,,,,,
1038,Vincent Poirier,BOS,26,,,-,,,-,,,-,,,-,,,-,,,,,,
1039,Vlatko Cancar,DEN,23,,,-,,,-,,,-,,,-,,,-,,,,,,
1040,Wayne Ellington,NYK,32,,,-,,,-,,,-,,,-,,,-,,,,,,
1041,Wendell Carter Jr.,CHI,21,,,-,,,-,,,-,,,-,,,-,,,,,,
1042,Wenyen Gabriel,POR,23,,,-,,,-,,,-,,,-,,,-,,,,,,
1043,Wes Iwundu,ORL,25,,,-,,,-,,,-,,,-,,,-,,,,,,
1044,Wesley Matthews,MIL,33,,,-,,,-,,,-,,,-,,,-,,,,,,
1045,Will Barton,DEN,29,,,-,,,-,,,-,,,-,,,-,,,,,,
1046,William Howard,HOU,26,,,-,,,-,,,-,,,-,,,-,,,,,,
1047,Willie Cauley-Stein,DAL,26,,,-,,,-,,,-,,,-,,,-,,,,,,
1048,Willy Hernangomez,CHA,26,,,-,,,-,,,-,,,-,,,-,,,,,,
1049,Wilson Chandler,BKN,33,,,-,,,-,,,-,,,-,,,-,,,,,,
1050,Yogi Ferrell,SAC,27,,,-,,,-,,,-,,,-,,,-,,,,,,
1051,Yuta Watanabe,MEM,25,,,-,,,-,,,-,,,-,,,-,,,,,,
1052,Zach Collins,POR,22,,,-,,,-,,,-,,,-,,,-,,,,,,
1053,Zach LaVine,CHI,25,,,-,,,-,,,-,,,-,,,-,,,,,,
1054,Zach Norvell Jr.,GSW,22,,,-,,,-,,,-,,,-,,,-,,,,,,
1055,Zhaire Smith,PHI,21,,,-,,,-,,,-,,,-,,,-,,,,,,
1056,Zion Williamson,NOP,19,,,-,,,-,,,-,,,-,,,-,,,,,,
1057,Zylan Cheatham,NOP,24,,,-,,,-,,,-,,,-,,,-,,,,,,
1058,Aaron Gordon,ORL,24,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1059,Aaron Holiday,IND,23,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1060,Abdel Nader,OKC,26,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1061,Adam Mokoka,CHI,21,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1062,Admiral Schofield,WAS,23,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1063,Al Horford,PHI,34,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1064,Al-Farouq Aminu,ORL,29,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1065,Alec Burks,PHI,28,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1066,Alen Smailagic,GSW,19,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1067,Alex Caruso,LAL,26,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1068,Alex Len,SAC,27,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1069,Alfonzo McKinnie,CLE,27,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1070,Alize Johnson,IND,24,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1071,Allen Crabbe,MIN,28,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1072,Allonzo Trier,NYK,24,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1073,Amile Jefferson,ORL,27,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1074,Amir Coffey,LAC,23,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1075,Andre Drummond,CLE,26,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1076,Andre Iguodala,MIA,36,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1077,Andre Roberson,OKC,28,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1078,Andrew Wiggins,GSW,25,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1079,Anfernee Simons,POR,21,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1080,Ante Zizic,CLE,23,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1081,Anthony Davis,LAL,27,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1082,Anthony Tolliver,MEM,35,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1083,Antonius Cleveland,DAL,26,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1084,Anzejs Pasecniks,WAS,24,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1085,Aron Baynes,PHX,33,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1086,Austin Rivers,HOU,27,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1087,Avery Bradley,LAL,29,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1088,BJ Johnson,ORL,24,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1089,Bam Adebayo,MIA,22,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1090,Ben McLemore,HOU,27,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1091,Ben Simmons,PHI,23,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1092,Bismack Biyombo,CHA,27,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1093,Blake Griffin,DET,31,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1094,Boban Marjanovic,DAL,31,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1095,Bobby Portis,NYK,25,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1096,Bogdan Bogdanovic,SAC,27,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1097,Bojan Bogdanovic,UTA,31,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1098,Bol Bol,DEN,20,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1099,Brad Wanamaker,BOS,30,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1100,Bradley Beal,WAS,27,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1101,Brandon Clarke,MEM,23,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1102,Brandon Goodwin,ATL,24,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1103,Brandon Ingram,NOP,22,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1104,Brandon Knight,DET,28,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1105,Brian Bowen II,IND,21,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1106,Brook Lopez,MIL,32,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1107,Bruce Brown,DET,23,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1108,Bruno Caboclo,HOU,24,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1109,Bruno Fernando,ATL,21,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1110,Bryn Forbes,SAS,26,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1111,Buddy Hield,SAC,27,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1112,CJ McCollum,POR,28,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1113,CJ Miles,WAS,33,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1114,Caleb Martin,CHA,24,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1115,Caleb Swanigan,POR,23,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1116,Cam Reddish,ATL,20,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1117,Cameron Johnson,PHX,24,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1118,Cameron Payne,PHX,25,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1119,Caris LeVert,BKN,25,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1120,Carmelo Anthony,POR,36,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1121,Carsen Edwards,BOS,22,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1122,Cedi Osman,CLE,25,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1123,Chandler Hutchison,CHI,24,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1124,Chandler Parsons,ATL,31,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1125,Charles Brown Jr.,ATL,23,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1126,Chasson Randle,GSW,27,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1127,Cheick Diallo,PHX,23,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1128,Chimezie Metu,SAS,23,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1129,Chris Boucher,TOR,27,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1130,Chris Chiozza,BKN,24,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1131,Chris Clemons,HOU,22,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1132,Chris Paul,OKC,35,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1133,Chris Silva,MIA,23,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1134,Christian Wood,DET,24,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1135,Clint Capela,ATL,26,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1136,Coby White,CHI,20,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1137,Cody Martin,CHA,24,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1138,Cody Zeller,CHA,27,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1139,Collin Sexton,CLE,21,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1140,Corey Brewer,SAC,34,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1141,Cory Joseph,SAC,28,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1142,Courtney Lee,DAL,34,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1143,Cristiano Felicio,CHI,27,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1144,D'Angelo Russell,MIN,24,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1145,D.J. Augustin,ORL,32,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1146,D.J. Wilson,MIL,24,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1147,DaQuan Jeffries,SAC,22,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1148,Damian Jones,ATL,25,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1149,Damian Lillard,POR,29,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1150,Damion Lee,GSW,27,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1151,Damyean Dotson,NYK,26,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1152,Daniel Gafford,CHI,21,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1153,Daniel Theis,BOS,28,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1154,Danilo Gallinari,OKC,31,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1155,Danny Green,LAL,33,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1156,Dante Exum,CLE,24,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1157,Danuel House Jr.,HOU,27,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1158,Dario Saric,PHX,26,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1159,Darius Bazley,OKC,20,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1160,Darius Garland,CLE,20,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1161,Daryl Macon,MIA,24,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1162,David Nwaba,HOU,27,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1163,Davis Bertans,WAS,27,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1164,De'Aaron Fox,SAC,22,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1165,De'Andre Hunter,ATL,22,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1166,De'Anthony Melton,MEM,22,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1167,DeAndre Jordan,BKN,31,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1168,DeAndre' Bembry,ATL,25,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1169,DeMar DeRozan,SAS,30,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1170,DeMarre Carroll,HOU,33,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1171,Dean Wade,CLE,23,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1172,Deandre Ayton,PHX,21,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1173,Dejounte Murray,SAS,23,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1174,Delon Wright,DAL,28,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1175,Dennis Schroder,OKC,26,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1176,Dennis Smith Jr.,NYK,22,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1177,Denzel Valentine,CHI,26,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1178,Deonte Burton,OKC,26,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1179,Derrick Favors,NOP,28,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1180,Derrick Jones Jr.,MIA,23,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1181,Derrick Rose,DET,31,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1182,Derrick Walton Jr.,DET,25,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1183,Derrick White,SAS,25,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1184,Devin Booker,PHX,23,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1185,Devon Hall,OKC,24,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1186,Devontae Cacok,LAL,23,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1187,Devonte' Graham,CHA,25,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1188,Dewan Hernandez,TOR,23,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1189,Dewayne Dedmon,ATL,30,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1190,Dillon Brooks,MEM,24,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1191,Dion Waiters,LAL,28,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1192,Domantas Sabonis,IND,24,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1193,Donovan Mitchell,UTA,23,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1194,Donta Hall,BKN,22,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1195,Donte DiVincenzo,MIL,23,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1196,Dorian Finney-Smith,DAL,27,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1197,Doug McDermott,IND,28,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1198,Dragan Bender,GSW,22,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1199,Draymond Green,GSW,30,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1200,Drew Eubanks,SAS,23,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1201,Duncan Robinson,MIA,26,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1202,Dusty Hannahs,MEM,26,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1203,Dwayne Bacon,CHA,24,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1204,Dwight Howard,LAL,34,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1205,Dwight Powell,DAL,28,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1206,Dzanan Musa,BKN,21,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1207,E'Twaun Moore,NOP,31,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1208,Ed Davis,UTA,31,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1209,Edmond Sumner,IND,24,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1210,Elfrid Payton,NYK,26,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1211,Elie Okobo,PHX,22,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1212,Emmanuel Mudiay,UTA,24,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1213,Enes Kanter,BOS,28,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1214,Eric Bledsoe,MIL,30,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1215,Eric Gordon,HOU,31,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1216,Eric Mika,SAC,25,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1217,Eric Paschall,GSW,23,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1218,Ersan Ilyasova,MIL,33,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1219,Evan Fournier,ORL,27,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1220,Evan Turner,MIN,31,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1221,Frank Jackson,NOP,22,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1222,Frank Kaminsky,PHX,27,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1223,Frank Mason,MIL,26,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1224,Frank Ntilikina,NYK,21,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1225,Fred VanVleet,TOR,26,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1226,Furkan Korkmaz,PHI,22,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1227,Gabe Vincent,MIA,24,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1228,Garrett Temple,BKN,34,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1229,Garrison Mathews,WAS,23,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1230,Gary Clark,ORL,25,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1231,Gary Harris,DEN,25,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1232,Gary Payton II,WAS,27,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1233,Gary Trent Jr.,POR,21,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1234,George Hill,MIL,34,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1235,Georges Niang,UTA,27,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1236,Giannis Antetokounmpo,MIL,25,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1237,Glenn Robinson III,PHI,26,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1238,Goga Bitadze,IND,20,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1239,Goran Dragic,MIA,34,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1240,Gordon Hayward,BOS,30,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1241,Gorgui Dieng,MEM,30,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1242,Grant Williams,BOS,21,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1243,Grayson Allen,MEM,24,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1244,Hamidou Diallo,OKC,21,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1245,Harrison Barnes,SAC,28,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1246,Harry Giles III,SAC,22,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1247,Hassan Whiteside,POR,31,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1248,Henry Ellenson,BKN,23,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1249,Ian Mahinmi,WAS,33,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1250,Ignas Brazdeikis,NYK,21,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1251,Iman Shumpert,BKN,30,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1252,Isaac Bonga,WAS,20,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1253,Isaiah Hartenstein,HOU,22,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1254,Isaiah Roby,OKC,22,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1255,Isaiah Thomas,WAS,31,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1256,Ish Smith,WAS,31,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1257,Ivica Zubac,LAC,23,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1258,J.J. Barea,DAL,36,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1259,J.P. Macura,CLE,25,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1260,JJ Redick,NOP,36,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
1261,JR Smith,LAL,34,,,-,,,-,,,-,,,-,,,-,            NaN          ,            NaN          ,            -          ,,,-
